"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","DPI","Notes","Message","HTTP Referer"
"02/24/2026 10:38:34","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","duane","0s"," ","","","","","","","","","NA","","duane via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/24/2026 10:39:40","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.61","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","edgardo","0s"," ","","","","","","","","","NA","","edgardo via Web from 88.210.63.61","User login denied due to bad credentials",""
"02/24/2026 10:41:19","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","umountsys","0s"," ","","","","","","","","","NA","","umountsys via Web from 88.210.63.13","User login denied due to bad credentials",""
"02/24/2026 10:44:48","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.14","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","gene","0s"," ","","","","","","","","","NA","","gene via Web from 185.218.138.14","User login denied due to bad credentials",""
"02/24/2026 10:49:57","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.78","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","platform","0s"," ","","","","","","","","","NA","","platform via Web from 92.63.197.78","User login denied due to bad credentials",""
"02/24/2026 10:51:15","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.5","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","ak","0s"," ","","","","","","","","","NA","","ak via Web from 88.210.63.5","User login denied due to bad credentials",""
"02/24/2026 10:55:04","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.77","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","maria","0s"," ","","","","","","","","","NA","","maria via Web from 92.63.197.77","User login denied due to bad credentials",""
"02/24/2026 10:56:09","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","intraswitch","0s"," ","","","","","","","","","NA","","intraswitch via Web from 185.218.138.10","User login denied due to bad credentials",""
"02/24/2026 10:58:39","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.2","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","bubba","0s"," ","","","","","","","","","NA","","bubba via Web from 88.210.63.2","User login denied due to bad credentials",""
"02/24/2026 11:00:14","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.79","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","vernon","0s"," ","","","","","","","","","NA","","vernon via Web from 92.63.197.79","User login denied due to bad credentials",""
"02/24/2026 11:00:39","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","195.178.136.40","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","faraz","0s"," ","","","","","","","","","NA","","faraz via Web from 195.178.136.40","User login denied due to bad credentials",""
"02/24/2026 11:02:17","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.8","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","user6","0s"," ","","","","","","","","","NA","","user6 via Web from 88.210.63.8","User login denied due to bad credentials",""
"02/24/2026 11:03:12","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.80","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","tar","0s"," ","","","","","","","","","NA","","tar via Web from 92.63.197.80","User login denied due to bad credentials",""
"02/24/2026 11:04:23","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","48:8F:5A:93:63:4C","ROUTERBOARD.COM","X1","WAN","2C:B8:ED:D8:25:81","SONICWALL","X1","WAN","64.227.97.195","49076","","","","","69.31.226.50","9608","","","","","tcp","","","64","","","15","","","","","","","","","","","","NA","","Pkt is dropped. TCP scanned port list, 8443, 5555, 8080, 3231, 4443","Possible port scan detected",""
"02/24/2026 11:05:20","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.3","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","fly","0s"," ","","","","","","","","","NA","","fly via Web from 88.210.63.3","User login denied due to bad credentials",""
"02/24/2026 11:05:48","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.9","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dsl","0s"," ","","","","","","","","","NA","","dsl via Web from 88.210.63.9","User login denied due to bad credentials",""
"02/24/2026 11:06:23","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","48:8F:5A:93:63:4C","ROUTERBOARD.COM","X1","WAN","2C:B8:ED:D8:25:81","SONICWALL","X1","WAN","142.93.13.102","49181","","","","","69.31.226.50","5555","","","","","tcp","","","64","","","15","","","","","","","","","","","","NA","","Pkt is dropped. TCP scanned port list, 8443, 1194, 8080, 4443, 9201","Possible port scan detected",""
"02/24/2026 11:07:15","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.33","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","bitch","0s"," ","","","","","","","","","NA","","bitch via Web from 92.63.197.33","User login denied due to bad credentials",""
"02/24/2026 11:10:24","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","emm","0s"," ","","","","","","","","","NA","","emm via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/24/2026 11:11:06","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.156.73.16","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","expert","0s"," ","","","","","","","","","NA","","expert via Web from 185.156.73.16","User login denied due to bad credentials",""
"02/24/2026 11:12:36","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.4","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","user04","0s"," ","","","","","","","","","NA","","user04 via Web from 88.210.63.4","User login denied due to bad credentials",""
"02/24/2026 11:13:30","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","loyd","0s"," ","","","","","","","","","NA","","loyd via Web from 88.210.63.10","User login denied due to bad credentials",""
"02/24/2026 11:15:31","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.11","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","machine1","0s"," ","","","","","","","","","NA","","machine1 via Web from 88.210.63.11","User login denied due to bad credentials",""
"02/24/2026 11:16:18","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","root","0s"," ","","","","","","","","","NA","","root via Web from 185.218.138.13","User login denied due to bad credentials",""
"02/24/2026 11:18:17","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.62","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","andreas","0s"," ","","","","","","","","","NA","","andreas via Web from 88.210.63.62","User login denied due to bad credentials",""
"02/24/2026 11:22:33","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.14","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","managing","0s"," ","","","","","","","","","NA","","managing via Web from 185.218.138.14","User login denied due to bad credentials",""
"02/24/2026 11:23:16","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dirmaint","0s"," ","","","","","","","","","NA","","dirmaint via Web from 88.210.63.12","User login denied due to bad credentials",""
"02/24/2026 11:23:31","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.61","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","store","0s"," ","","","","","","","","","NA","","store via Web from 88.210.63.61","User login denied due to bad credentials",""
"02/24/2026 11:28:47","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.13","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","valentine","0s"," ","","","","","","","","","NA","","valentine via Web from 88.210.63.13","User login denied due to bad credentials",""
"02/24/2026 11:34:02","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.10","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","judson","0s"," ","","","","","","","","","NA","","judson via Web from 185.218.138.10","User login denied due to bad credentials",""
"02/24/2026 11:38:06","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","195.178.136.40","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","blowme","0s"," ","","","","","","","","","NA","","blowme via Web from 195.178.136.40","User login denied due to bad credentials",""
"02/24/2026 11:38:23","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.5","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","intrastack","0s"," ","","","","","","","","","NA","","intrastack via Web from 88.210.63.5","User login denied due to bad credentials",""
"02/24/2026 11:41:53","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.78","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","cameron","0s"," ","","","","","","","","","NA","","cameron via Web from 92.63.197.78","User login denied due to bad credentials",""
"02/24/2026 11:46:01","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.2","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","webapp","0s"," ","","","","","","","","","NA","","webapp via Web from 88.210.63.2","User login denied due to bad credentials",""
"02/24/2026 11:46:51","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.77","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","ginger","0s"," ","","","","","","","","","NA","","ginger via Web from 92.63.197.77","User login denied due to bad credentials",""
"02/24/2026 11:48:44","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.218.138.12","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","dhaka","0s"," ","","","","","","","","","NA","","dhaka via Web from 185.218.138.12","User login denied due to bad credentials",""
"02/24/2026 11:49:30","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.8","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","idontknow","0s"," ","","","","","","","","","NA","","idontknow via Web from 88.210.63.8","User login denied due to bad credentials",""
"02/24/2026 11:52:57","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","92.63.197.79","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","read","0s"," ","","","","","","","","","NA","","read via Web from 92.63.197.79","User login denied due to bad credentials",""
"02/24/2026 11:53:22","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.9","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","terrence","0s"," ","","","","","","","","","NA","","terrence via Web from 88.210.63.9","User login denied due to bad credentials",""
"02/24/2026 11:54:07","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","88.210.63.3","","","","","","69.31.226.50","443","","","","","tcp","","","","","","","sand","0s"," ","","","","","","","","","NA","","sand via Web from 88.210.63.3","User login denied due to bad credentials",""
